Wvl.,Ref. Rad. [μW/cm^2/sr/nm],Bai,,Wvl.,Ref. Rad. [μW/cm^2/sr/nm],Mengqi
1850,1.00E-14,,,1850,0,
1851,1.00E-14,,,1851,0,
1852,1.00E-14,,,1852,0,
1853,0.000158424,,,1853,0,
1854,0.000679787,,,1854,0,
1855,0.00120589,,,1855,0,
1856,0.00141542,,,1856,0,
1857,0.00113672,,,1857,0,
1858,0.000603119,,,1858,0,
1859,0.000115121,,,1859,0,
1860,1.00E-14,,,1860,0,
1861,1.00E-14,,,1861,0,
1862,1.00E-14,,,1862,0,
1863,0,,,1863,0,
1864,0,,,1864,0,
1865,0,,,1865,0,
1866,0,,,1866,0,
1867,0,,,1867,0,
1868,0,,,1868,0,
1869,0,,,1869,0,
1870,0,,,1870,0,
1871,0,,,1871,0,
1872,0,,,1872,0,
1873,0,,,1873,0,
1874,0,,,1874,0,
1875,0,,,1875,0,
1876,0,,,1876,0,
1877,0,,,1877,0,
1878,0,,,1878,0,
1879,0,,,1879,0,
1880,0,,,1880,1.00E-14,
1881,0,,,1881,1.00E-14,
1882,0,,,1882,1.00E-14,
1883,0,,,1883,1.00E-14,
1884,0,,,1884,0.00066408,
1885,0,,,1885,0.00175628,
1886,0,,,1886,0.00238924,
1887,0,,,1887,0.00225976,
1888,0,,,1888,0.00169218,
1889,0,,,1889,0.000908094,
1890,0,,,1890,7.73E-05,
1891,0,,,1891,0,
1892,1.00E-14,,,1892,0,
1893,1.00E-14,,,1893,0,
1894,1.00E-14,,,1894,0,
1895,0.000349044,,,1895,0,
1896,0.00228679,,,1896,0,
1897,0.00435932,,,1897,0,
1898,0.00537367,,,1898,0,
1899,0.00558379,,,1899,0,
1900,0.00513657,,,1900,0,
1901,0.003764,,,1901,0,
1902,0.0016101,,,1902,0,
1903,0,,,1903,0,
1904,1.00E-14,,,1904,1.00E-14,
1905,1.00E-14,,,1905,1.00E-14,
1906,0.000166327,,,1906,0.000166327,
1907,0.0011449,,,1907,0.0011449,
1908,0.00206879,,,1908,0.00206879,
1909,0.0020478,,,1909,0.0020478,
1910,0.00107469,,,1910,0.00107469,
1911,0.000105167,,,1911,0.000105167,
1912,1.00E-14,,,1912,1.00E-14,
1913,1.00E-14,,,1913,1.00E-14,
1914,0,,,1914,0,
1915,1.00E-14,,,1915,0,
1916,1.00E-14,,,1916,0,
1917,0.00013414,,,1917,0,
1918,0.000923343,,,1918,0,
1919,0.00166844,,,1919,0,
1920,0.00165151,,,1920,0,
1921,0.00086672,,,1921,0,
1922,8.48E-05,,,1922,0,
1923,1.00E-14,,,1923,1.00E-14,
1924,1.00E-14,,,1924,1.00E-14,
1925,0,,,1925,5.23E-05,
1926,0,,,1926,0.00106795,
1927,0,,,1927,0.00223358,
1928,0,,,1928,0.00249003,
1929,0,,,1929,0.00150377,
1930,0,,,1930,0.000289593,
1931,0,,,1931,1.00E-14,
1932,0,,,1932,1.00E-14,
1933,0,,,1933,1.00E-14,
1934,0,,,1934,0.000621414,
1935,0,,,1935,0.00154802,
1936,0,,,1936,0.00194127,
1937,0,,,1937,0.00133297,
1938,0,,,1938,0.000375618,
1939,0,,,1939,1.00E-14,
1940,0,,,1940,1.00E-14,
1941,0,,,1941,1.00E-14,
1942,0,,,1942,0,
1943,0,,,1943,0,
1944,0,,,1944,0,
1945,1.00E-14,,,1945,0,
1946,1.00E-14,,,1946,0,
1947,0.000122404,,,1947,0,
1948,0.00125425,,,1948,0,
1949,0.00238614,,,1949,0,
1950,0.00238617,,,1950,1.00E-14,
1951,0.00125436,,,1951,1.00E-14,
1952,0.000122488,,,1952,1.00E-14,
1953,1.00E-14,,,1953,0.000482938,
1954,1.00E-14,,,1954,0.00132002,
1955,0,,,1955,0.00169712,
1956,0,,,1956,0.00108253,
1957,0,,,1957,0.000202943,
1958,1.00E-14,,,1958,0.000125614,
1959,1.00E-14,,,1959,0.00125162,
1960,1.00E-14,,,1960,0.0023872,
1961,0.000600523,,,1961,0.00225842,
1962,0.00212302,,,1962,0.00109817,
1963,0.00329969,,,1963,5.36E-05,
1964,0.00344485,,,1964,1.00E-14,
1965,0.00301077,,,1965,1.00E-14,
1966,0.00236704,,,1966,0,
1967,0.00132447,,,1967,0,
1968,0.000282488,,,1968,0,
1969,1.00E-14,,,1969,0,
1970,0.000392395,,,1970,0,
1971,0.000813725,,,1971,0,
1972,0.000681054,,,1972,0,
1973,0.000277015,,,1973,0,
1974,1.00E-14,,,1974,0,
1975,1.00E-14,,,1975,0,
1976,1.00E-14,,,1976,0,
1977,0.000554486,,,1977,0,
1978,0.00286879,,,1978,0,
1979,0.0047915,,,1979,0,
1980,0.00446222,,,1980,1.00E-14,
1981,0.00251134,,,1981,1.00E-14,
1982,0.000826167,,,1982,0,
1983,0.000205277,,,1983,0.000632724,
1984,1.42E-05,,,1984,0.00141641,
1985,1.00E-05,,,1985,0.00160313,
1986,0.00019031,,,1986,0.00097041,
1987,0.000597399,,,1987,0.000186697,
1988,0.00137512,,,1988,1.00E-14,
1989,0.00262685,,,1989,1.00E-14,
1990,0.00331171,,,1990,1.00E-14,
1991,0.00250979,,,1991,0.000549892,
1992,0.000915662,,,1992,0.00135195,
1993,1.00E-14,,,1993,0.00162805,
1994,1.00E-14,,,1994,0.00105227,
1995,1.00E-14,,,1995,0.000250183,
1996,0,,,1996,1.00E-14,
1997,0,,,1997,1.00E-14,
1998,0,,,1998,1.00E-14,
1999,0,,,1999,0.000443339,
2000,0,,,2000,0.00121966,
2001,0,,,2001,0.0016582,
2002,0,,,2002,0.00148654,
2003,0,,,2003,0.00105128,
2004,0,,,2004,0.000691139,
2005,0,,,2005,0.000341719,
2006,0,,,2006,5.51E-05,
2007,0,,,2007,1.00E-14,
2008,0,,,2008,1.00E-14,
2009,0,,,2009,0,
2010,0,,,2010,0,
2011,0,,,2011,0,
2012,0,,,2012,0,
2013,0,,,2013,0,
2014,0,,,2014,0,
2015,0,,,2015,0,
2016,0,,,2016,0,
2017,0,,,2017,0,
2018,0,,,2018,0,
2019,0,,,2019,0,
2020,0,,,2020,0,
2021,0,,,2021,0,
2022,0,,,2022,0,
2023,0,,,2023,0,
2024,0,,,2024,0,
2025,0,,,2025,0,
2026,1.00E-14,,,2026,0,
2027,1.00E-14,,,2027,0,
2028,0.000189137,,,2028,0,
2029,0.000983104,,,2029,0,
2030,0.00162415,,,2030,0,
2031,0.00143505,,,2031,1.00E-14,
2032,0.00064106,,,2032,1.00E-14,
2033,0,,,2033,0,
2034,1.00E-14,,,2034,0.000299412,
2035,1.00E-14,,,2035,0.000684698,
2036,0.000182131,,,2036,0.000885144,
2037,0.000933162,,,2037,0.000891462,
2038,0.00159447,,,2038,0.000844563,
2039,0.00157652,,,2039,0.000861263,
2040,0.00106906,,,2040,0.000902704,
2041,0.000838167,,,2041,0.000838167,
2042,0.00134234,,,2042,0.000392173,
2043,0.0021378,,,2043,1.00E-14,
2044,0.0027271,,,2044,0.000332158,
2045,0.00327601,,,2045,0.00191945,
2046,0.00344187,,,2046,0.00324462,
2047,0.0026496,,,2047,0.00282373,
2048,0.00107113,,,2048,0.00116604,
2049,1.00E-14,,,2049,1.00E-14,
2050,1.00E-14,,,2050,1.00E-14,
2051,1.00E-14,,,2051,1.00E-14,
2052,1.00E-14,,,2052,0,
2053,1.00E-14,,,2053,0,
2054,1.00E-14,,,2054,0,
2055,0.000212317,,,2055,0,
2056,0.000588518,,,2056,0,
2057,0.000849619,,,2057,1.00E-14,
2058,0.000889096,,,2058,1.00E-14,
2059,0.000840961,,,2059,1.00E-14,
2060,0.000838708,,,2060,4.79E-05,
2061,0.000881832,,,2061,0.000155077,
2062,0.000839522,,,2062,0.000722596,
2063,0.00058064,,,2063,0.00255036,
2064,0.000209436,,,2064,0.00493384,
2065,1.00E-14,,,2065,0.00571507,
2066,1.00E-14,,,2066,0.00391123,
2067,1.00E-14,,,2067,0.00145574,
2068,0.00015016,,,2068,0.000332566,
2069,0.000527531,,,2069,6.76E-05,
2070,0.0008215,,,2070,0,
2071,0.000811955,,,2071,1.00E-14,
2072,0.000725224,,,2072,1.00E-14,
2073,0.000968392,,,2073,1.00E-14,
2074,0.00181052,,,2074,1.00E-14,
2075,0.00246861,,,2075,1.00E-14,
2076,0.0020459,,,2076,0.000618258,
2077,0.000837855,,,2077,0.00188448,
2078,1.00E-14,,,2078,0.00247334,
2079,1.00E-14,,,2079,0.00170944,
2080,1.00E-14,,,2080,0.000481617,
2081,9.82E-05,,,2081,1.00E-14,
2082,0.000508533,,,2082,1.00E-14,
2083,0.000815333,,,2083,1.00E-14,
2084,0.000667396,,,2084,0,
2085,0.000247696,,,2085,0,
2086,1.00E-14,,,2086,0,
2087,1.00E-14,,,2087,0,
2088,1.00E-14,,,2088,0,
2089,0,,,2089,0,
2090,0,,,2090,0,
2091,0,,,2091,0,
2092,0,,,2092,0,
2093,0,,,2093,0,
2094,0,,,2094,0,
2095,0,,,2095,0,
2096,0,,,2096,0,
2097,0,,,2097,1.00E-14,
2098,0,,,2098,1.00E-14,
2099,0,,,2099,5.63E-05,
2100,0,,,2100,0.00116296,
2101,0,,,2101,0.00234232,
2102,0,,,2102,0.00234239,
2103,0,,,2103,0.00116318,
2104,0,,,2104,5.64E-05,
2105,0,,,2105,1.00E-14,
2106,0,,,2106,1.00E-14,
2107,0,,,2107,0,
2108,0,,,2108,0,
2109,0,,,2109,0,
2110,0,,,2110,0,
2111,0,,,2111,0,
2112,0,,,2112,0,
2113,0,,,2113,0,
2114,0,,,2114,0,
2115,0,,,2115,0,
2116,0,,,2116,0,
2117,0,,,2117,0,
2118,0,,,2118,0,
2119,0,,,2119,0,
2120,0,,,2120,0,
2121,0,,,2121,0,
2122,0,,,2122,0,
2123,0,,,2123,1.00E-14,
2124,0,,,2124,1.00E-14,
2125,0,,,2125,2.08E-05,
2126,0,,,2126,0.000396934,
2127,0,,,2127,0.000827404,
2128,0,,,2128,0.00102231,
2129,0,,,2129,0.00105408,
2130,0,,,2130,0.0009445,
2131,1.00E-14,,,2131,0.000607746,
2132,1.00E-14,,,2132,0.000173048,
2133,0.000226768,,,2133,1.00E-14,
2134,0.00117407,,,2134,1.00E-14,
2135,0.0018824,,,2135,1.00E-14,
2136,0.00154085,,,2136,1.00E-14,
2137,0.000571868,,,2137,1.00E-14,
2138,1.00E-14,,,2138,0.000101021,
2139,1.00E-14,,,2139,0.00103658,
2140,1.00E-14,,,2140,0.00187781,
2141,1.00E-14,,,2141,0.00165627,
2142,1.00E-14,,,2142,0.000685369,
2143,2.02E-05,,,2143,1.00E-14,
2144,0.000342785,,,2144,1.00E-14,
2145,0.000774343,,,2145,1.00E-14,
2146,0.00121807,,,2146,0,
2147,0.00175572,,,2147,0,
2148,0.00199433,,,2148,0,
2149,0.00160773,,,2149,0,
2150,0.000928999,,,2150,0,
2151,0.000437191,,,2151,0,
2152,8.54E-05,,,2152,0,
2153,1.00E-14,,,2153,0,
2154,1.00E-14,,,2154,0,
2155,1.00E-14,,,2155,0,
2156,8.03E-06,,,2156,0,
2157,1.11E-05,,,2157,0,
2158,1.05E-06,,,2158,0,
2159,0,,,2159,7.20E-06,
2160,0,,,2160,1.89E-05,
2161,1.01E-06,,,2161,1.00E-14,
2162,2.12E-05,,,2162,1.00E-14,
2163,2.03E-05,,,2163,1.00E-14,
2164,1.00E-14,,,2164,1.00E-14,
2165,1.00E-14,,,2165,0.000584867,
2166,1.00E-14,,,2166,0.00109629,
2167,0.000304926,,,2167,0.00136185,
2168,0.00111981,,,2168,0.00149003,
2169,0.00163461,,,2169,0.00148489,
2170,0.00193844,,,2170,0.0013407,
2171,0.00201248,,,2171,0.001062,
2172,0.00171039,,,2172,0.000541616,
2173,0.00123448,,,2173,1.00E-14,
2174,0.000997046,,,2174,1.00E-14,
2175,0.000977874,,,2175,1.00E-14,
2176,0.00110348,,,2176,1.00E-14,
2177,0.00145596,,,2177,2.04E-05,
2178,0.00192476,,,2178,7.31E-06,
2179,0.00209997,,,2179,0,
2180,0.00194656,,,2180,0,
2181,0.00157369,,,2181,0,
2182,0.000901293,,,2182,1.37E-05,
2183,2.27E-05,,,2183,2.85E-05,
2184,1.00E-14,,,2184,1.00E-14,
2185,1.00E-14,,,2185,1.00E-14,
2186,1.00E-14,,,2186,1.00E-14,
2187,2.58E-05,,,2187,1.00E-14,
2188,1.24E-05,,,2188,0.00053712,
2189,0,,,2189,0.00140346,
2190,0,,,2190,0.00265061,
2191,0,,,2191,0.00379161,
2192,0,,,2192,0.00419275,
2193,0,,,2193,0.00406151,
2194,3.44E-07,,,2194,0.00370585,
2195,7.01E-06,,,2195,0.00308759,
2196,5.44E-06,,,2196,0.00236785,
2197,1.00E-14,,,2197,0.00176627,
2198,1.00E-14,,,2198,0.00120699,
2199,1.00E-14,,,2199,0.000844333,
2200,1.00E-14,,,2200,0.000857948,
2201,0.000112311,,,2201,0.000953643,
2202,0.000536757,,,2202,0.000687453,
2203,0.0012132,,,2203,0.000130082,
2204,0.00172315,,,2204,1.00E-14,
2205,0.00193782,,,2205,1.00E-14,
2206,0.0019541,,,2206,1.00E-14,
2207,0.00174713,,,2207,1.57E-05,
2208,0.00130772,,,2208,9.42E-06,
2209,0.000835038,,,2209,0,
2210,0.000314739,,,2210,0,
2211,1.00E-14,,,2211,0,
2212,1.00E-14,,,2212,0,
2213,1.00E-14,,,2213,0,
2214,4.80E-06,,,2214,0,
2215,3.11E-05,,,2215,0,
2216,1.71E-05,,,2216,0,
2217,1.00E-14,,,2217,2.77E-06,
2218,1.00E-14,,,2218,9.33E-06,
2219,1.00E-14,,,2219,1.00E-14,
2220,0.000266353,,,2220,1.00E-14,
2221,0.000866689,,,2221,1.00E-14,
2222,0.00108187,,,2222,1.00E-14,
2223,0.000991508,,,2223,0.000155668,
2224,0.0010961,,,2224,0.000404549,
2225,0.00172581,,,2225,0.000685193,
2226,0.00240285,,,2226,0.000984376,
2227,0.00253303,,,2227,0.00128162,
2228,0.00223124,,,2228,0.00159732,
2229,0.00186316,,,2229,0.00172594,
2230,0.00143945,,,2230,0.00154116,
2231,0.00106721,,,2231,0.00121454,
2232,0.00104381,,,2232,0.000924699,
2233,0.00131124,,,2233,0.000626061,
2234,0.00169446,,,2234,0.000354144,
2235,0.00229049,,,2235,0.000127255,
2236,0.00281976,,,2236,1.00E-14,
2237,0.00286971,,,2237,1.00E-14,
2238,0.00256915,,,2238,1.00E-14,
2239,0.00182082,,,2239,1.00E-14,
2240,4.82E-05,,,2240,0.000625529,
2241,1.00E-14,,,2241,0.00179476,
2242,1.00E-14,,,2242,0.00245467,
2243,0.00194294,,,2243,0.00281612,
2244,0.00382371,,,2244,0.00287581,
2245,0.00470803,,,2245,0.00258971,
2246,0.00505342,,,2246,0.00204174,
2247,0.00481895,,,2247,0.00112432,
2248,0.00409016,,,2248,1.00E-14,
2249,0.00338726,,,2249,1.00E-14,
2250,0.00275548,,,2250,0.00036931,
2251,0.00206877,,,2251,0.00140033,
2252,0.0011531,,,2252,0.00232184,
2253,0.000169683,,,2253,0.00325743,
2254,1.00E-14,,,2254,0.00380792,
2255,0.000414101,,,2255,0.00396825,
2256,0.000978698,,,2256,0.00388405,
2257,0.0010515,,,2257,0.00358403,
2258,0.000928357,,,2258,0.00307816,
2259,0.000799199,,,2259,0.002481,
2260,0.000649009,,,2260,0.00175161,
2261,0.000429857,,,2261,0.00107902,
2262,2.70E-05,,,2262,0.000563411,
2263,1.00E-14,,,2263,0.000144505,
2264,1.00E-14,,,2264,1.00E-14,
2265,1.00E-14,,,2265,1.00E-14,
2266,0.000236254,,,2266,1.00E-14,
2267,0.000355537,,,2267,1.00E-14,
2268,0.000420982,,,2268,1.00E-14,
2269,0.000474419,,,2269,0.000288392,
2270,0.000504615,,,2270,0.000797526,
2271,0.000510918,,,2271,0.00137113,
2272,0.000492554,,,2272,0.00207767,
2273,0.00044983,,,2273,0.00272361,
2274,0.000384522,,,2274,0.00310592,
2275,0.00029637,,,2275,0.00330639,
2276,0.000177475,,,2276,0.0033375,
2277,1.00E-14,,,2277,0.00319567,
2278,1.00E-14,,,2278,0.0028745,
2279,1.00E-14,,,2279,0.00231104,
2280,1.00E-14,,,2280,0.00159787,
2281,1.24E-05,,,2281,0.000986016,
2282,1.93E-05,,,2282,0.000429403,
2283,0,,,2283,5.81E-06,
2284,1.00E-14,,,2284,1.00E-14,
2285,1.00E-14,,,2285,1.00E-14,
2286,1.00E-14,,,2286,1.00E-14,
2287,9.78E-05,,,2287,1.00E-14,
2288,0.000266291,,,2288,1.00E-14,
2289,0.000380264,,,2289,1.00E-14,
2290,0.000466438,,,2290,1.00E-14,
2291,0.000524692,,,2291,1.00E-14,
2292,0.00055516,,,2292,0.00028465,
2293,0.000558636,,,2293,0.000594878,
2294,0.000536159,,,2294,0.00080968,
2295,0.000486803,,,2295,0.000970974,
2296,0.000409272,,,2296,0.00108301,
2297,0.00030346,,,2297,0.00114109,
2298,0.000157605,,,2298,0.00114144,
2299,1.00E-14,,,2299,0.00108447,
2300,1.00E-14,,,2300,0.000970539,
2301,1.00E-14,,,2301,0.000799623,
2302,1.00E-14,,,2302,0.00057173,
2303,1.00E-14,,,2303,0.000242372,
2304,1.00E-14,,,2304,1.00E-14,
2305,1.00E-14,,,2305,1.00E-14,
2306,5.06E-05,,,2306,1.00E-14,
2307,0.000249387,,,2307,1.00E-14,
2308,0.000299085,,,2308,2.40E-05,
2309,0.000305,,,2309,5.64E-06,
2310,0.000432916,,,2310,0,
2311,0.000682836,,,2311,0,
2312,0.000889802,,,2312,0,
2313,0.00100077,,,2313,0,
2314,0.00105076,,,2314,0,
2315,0.00103974,,,2315,1.11E-05,
2316,0.000967737,,,2316,2.69E-05,
2317,0.000829417,,,2317,1.00E-14,
2318,0.00058834,,,2318,1.00E-14,
2319,0.000370908,,,2319,1.00E-14,
2320,0.000306943,,,2320,1.00E-14,
2321,0.000296112,,,2321,1.92E-05,
2322,0.000164852,,,2322,0.000502007,
2323,1.00E-14,,,2323,0.00118966,
2324,1.00E-14,,,2324,0.00175478,
2325,1.00E-14,,,2325,0.00212962,
2326,1.00E-14,,,2326,0.00237565,
2327,1.00E-14,,,2327,0.00249408,
2328,1.00E-14,,,2328,0.00248359,
2329,1.00E-14,,,2329,0.00233664,
2330,8.37E-05,,,2330,0.00204687,
2331,0.000303392,,,2331,0.00162511,
2332,0.000455012,,,2332,0.000991189,
2333,0.000558306,,,2333,0.000339656,
2334,0.000557378,,,2334,1.00E-14,
2335,0.00047606,,,2335,1.00E-14,
2336,0.000502837,,,2336,1.00E-14,
2337,0.000697834,,,2337,1.00E-14,
2338,0.000870143,,,2338,0,
2339,0.00092233,,,2339,1.00E-14,
2340,0.000904786,,,2340,1.00E-14,
2341,0.000800309,,,2341,1.00E-14,
2342,0.000604995,,,2342,1.00E-14,
2343,0.000492095,,,2343,0.000301007,
2344,0.000544902,,,2344,0.00105015,
2345,0.000595044,,,2345,0.00175329,
2346,0.000519385,,,2346,0.00201099,
2347,0.000378698,,,2347,0.00208842,
2348,0.000188802,,,2348,0.00240456,
2349,1.00E-14,,,2349,0.00296446,
2350,1.00E-14,,,2350,0.00322334,
2351,1.00E-14,,,2351,0.00296266,
2352,4.07E-05,,,2352,0.00256319,
2353,0.000211294,,,2353,0.00231903,
2354,0.000416257,,,2354,0.00211238,
2355,0.000650888,,,2355,0.00187039,
2356,0.000924378,,,2356,0.00158688,
2357,0.00116065,,,2357,0.00136912,
2358,0.00133294,,,2358,0.00126403,
2359,0.00145467,,,2359,0.00122691,
2360,0.00152124,,,2360,0.00127085,
2361,0.00153456,,,2361,0.00135272,
2362,0.0014974,,,2362,0.00123158,
2363,0.00141165,,,2363,0.000894947,
2364,0.00127351,,,2364,0.000672738,
2365,0.00107972,,,2365,0.000757558,
2366,0.000831607,,,2366,0.000883073,
2367,0.000482213,,,2367,0.000801203,
2368,9.48E-05,,,2368,0.000609394,
2369,1.00E-14,,,2369,0.00038461,
2370,7.75E-05,,,2370,0.000107984,
2371,0.000121161,,,2371,1.00E-14,
2372,1.00E-14,,,2372,1.00E-14,
2373,1.00E-14,,,2373,1.00E-14,
2374,1.00E-14,,,2374,1.00E-14,
2375,1.00E-14,,,2375,1.00E-14,
2376,1.33E-05,,,2376,1.33E-05,
2377,7.89E-06,,,2377,7.89E-06,
2378,0,,,2378,0,
2379,0,,,2379,0,
2380,0,,,2380,0,
2381,0,,,2381,0,
2382,0,,,2382,0,
2383,6.20E-06,,,2383,0,
2384,1.82E-05,,,2384,0,
2385,1.00E-14,,,2385,0,
2386,1.00E-14,,,2386,0,
2387,1.00E-14,,,2387,0,
2388,1.00E-14,,,2388,0,
2389,0.000111788,,,2389,0,
2390,0.000266356,,,2390,0,
2391,0.000392974,,,2391,0,
2392,0.000497378,,,2392,0,
2393,0.00057957,,,2393,0,
2394,0.000639549,,,2394,0,
2395,0.000677317,,,2395,0,
2396,0.000692869,,,2396,0,
2397,0.000741407,,,2397,0,
2398,0.000750474,,,2398,0,
2399,0.000335538,,,2399,0,
2400,1.00E-14,,,2400,0,
2401,1.00E-14,,,2401,0,
2402,1.00E-14,,,2402,0,
2403,0.00052699,,,2403,0,
2404,0.00145402,,,2404,0,
2405,0.00245309,,,2405,0,
2406,0.0033765,,,2406,0,
2407,0.00424617,,,2407,0,
2408,0.00486785,,,2408,0,
2409,0.00523153,,,2409,0,
2410,0.00540813,,,2410,0,
2411,0.00541095,,,2411,0,
2412,0.00522843,,,2412,0,
2413,0.00486703,,,2413,5.94E-05,
2414,0.00432973,,,2414,7.56E-05,
2415,0.00361808,,,2415,1.00E-14,
2416,0.00273217,,,2416,1.00E-14,
2417,0.00160594,,,2417,1.00E-14,
2418,1.80E-05,,,2418,1.00E-14,
2419,1.00E-14,,,2419,0.000929655,
2420,1.00E-14,,,2420,0.00165415,
2421,1.00E-14,,,2421,0.00225706,
2422,1.00E-14,,,2422,0.00278986,
2423,2.45E-05,,,2423,0.00319467,
2424,1.00E-14,,,2424,0.00326891,
2425,1.00E-14,,,2425,0.00304749,
2426,1.00E-14,,,2426,0.00287788,
2427,1.00E-14,,,2427,0.00282327,
2428,0.000490276,,,2428,0.0027294,
2429,0.0012318,,,2429,0.00255214,
2430,0.00188155,,,2430,0.00231088,
2431,0.00246514,,,2431,0.0019964,
2432,0.00296789,,,2432,0.00161046,
2433,0.00337365,,,2433,0.00115625,
2434,0.00368459,,,2434,0.000633664,
2435,0.0038993,,,2435,2.10E-05,
2436,0.00402004,,,2436,1.00E-14,
2437,0.00405204,,,2437,1.00E-14,
2438,0.00399519,,,2438,1.00E-14,
2439,0.00384527,,,2439,1.00E-14,
2440,0.00360067,,,2440,8.40E-05,
2441,0.00326197,,,2441,9.45E-06,
2442,0.00282679,,,2442,0,
2443,0.0022976,,,2443,0,
2444,0.00169414,,,2444,0,
2445,0.0010207,,,2445,0,
2446,0.00022944,,,2446,4.57E-06,
2447,1.00E-14,,,2447,8.24E-05,
2448,1.00E-14,,,2448,0,
2449,1.00E-14,,,2449,1.00E-14,
2450,1.00E-14,,,2450,1.00E-14,
2451,0.000120714,,,2451,1.00E-14,
2452,2.22E-05,,,2452,8.80E-05,
2453,0,,,2453,0.000342456,
2454,0,,,2454,0.000140738,
2455,2.40E-05,,,2455,0.000457772,
2456,0.000130858,,,2456,0.00138602,
2457,1.00E-14,,,2457,0.00241846,
2458,1.00E-14,,,2458,0.00349953,
2459,1.00E-14,,,2459,0.00449538,
2460,1.00E-14,,,2460,0.00526247,
2461,1.00E-14,,,2461,0.0058623,
2462,0.000812207,,,2462,0.00629485,
2463,0.00189885,,,2463,0.00656017,
2464,0.00280407,,,2464,0.00665826,
2465,0.00356577,,,2465,0.00658913,
2466,0.00421274,,,2466,0.00635275,
2467,0.00477765,,,2467,0.00594911,
2468,0.00502922,,,2468,0.00537868,
2469,0.00483906,,,2469,0.00464838,
2470,0.00446577,,,2470,0.00373469,
2471,0.00381831,,,2471,0.00242841,
2472,0.00345711,,,2472,0.00122876,
2473,0.00439489,,,2473,0.000939854,
2474,0.00585703,,,2474,0.000952899,
2475,0.00673134,,,2475,0.000238599,
2476,0.00726285,,,2476,1.00E-14,
2477,0.00749472,,,2477,1.00E-14,
2478,0.00742809,,,2478,1.00E-14,
2479,0.00700429,,,2479,1.00E-14,
2480,0.00600211,,,2480,1.00E-14,
2481,0.00552522,,,2481,1.00E-14,
2482,0.00618418,,,2482,1.00E-14,
2483,0.00686762,,,2483,1.00E-14,
2484,0.00694353,,,2484,1.00E-14,
2485,0.00670731,,,2485,0.00015809,
2486,0.00617284,,,2486,0.000752522,
2487,0.00536546,,,2487,0.00127442,
2488,0.00443383,,,2488,0.0017775,
2489,0.00334849,,,2489,0.00219979,
2490,0.00199184,,,2490,0.00198173,
2491,0.0003381,,,2491,0.001099,
2492,1.00E-14,,,2492,0.000734465,
2493,1.00E-14,,,2493,0.000967498,
2494,1.00E-14,,,2494,0.00155736,
2495,1.00E-14,,,2495,0.00251467,
2496,4.38E-05,,,2496,0.00374083,
2497,0.00012053,,,2497,0.0052127,
2498,0,,,2498,0.00682421,
2499,0,,,2499,0.00847527,
2500,0,,,2500,0.0101786,
